-0,308789
-0,246533
-0,276416
-0,363574
-0,308789
-0,271436
-0,184277
-0,258984
-0,378516
-0,418359
-0,368555
-0,331201
-0,301318
-0,31377
-0,31626
-0,291357
-0,251514
-0,174316
-0,072217
0,052295
0,119531
0,124512
0,067236
-0,052295
-0,014941
0,032373
0,007471
0,014941
-0,032373
-0,042334
-0,029883
-0,074707
-0,169336
-0,21665
-0,194238
-0,151904
-0,196729
-0,286377
-0,351123
-0,31626
-0,258984
-0,251514
-0,296338
-0,333691
-0,356104
-0,435791
-0,550342
-0,537891
-0,450732
-0,381006
-0,403418
-0,460693
-0,435791
-0,341162
-0,266455
-0,303809
-0,356104
-0,328711
-0,221631
-0,166846
-0,181787
-0,176807
-0,062256
0,00249
-0,064746
-0,146924
-0,139453
-0,057275
-0,007471
-0,074707
-0,10708
-0,077197
-0,009961
0,019922
-0,024902
-0,067236
-0,044824
0,019922
-0,019922
-0,119531
-0,092139
0,114551
0,261475
0,206689
0,037354
-0,044824
0,052295
0,131982
0,064746
-0,099609
-0,191748
-0,201709
-0,179297
-0,234082
-0,341162
-0,366064
-0,288867
-0,338672
-0,547852
-0,7396
-0,702246
-0,5354
-0,458203
-0,515479
-0,547852
-0,440771
-0,32124
-0,32373
-0,403418
-0,415869
-0,281396
-0,169336
-0,181787
-0,346143
-0,470654
-0,358594
-0,256494
-0,273926
-0,348633
-0,254004
-0,029883
0,097119
0,049805
-0,012451
0
0,052295
0,047314
-0,079687
-0,156885
-0,10957
0,022412
0,069727
-0,00498
-0,10459
-0,10708
-0,122021
-0,112061
-0,129492
-0,084668
0,052295
0,149414
0,124512
0,007471
-0,099609
-0,136963
-0,119531
-0,074707
-0,072217
-0,082178
-0,079687
-0,131982
-0,261475
-0,433301
-0,498047
-0,460693
-0,293848
-0,199219
-0,283887
-0,430811
-0,53042
-0,495557
-0,470654
-0,552832
-0,567773
-0,485596
-0,234082
-0,062256
-0,094629
-0,219141
-0,226611
-0,169336
-0,21665
-0,383496
-0,463184
-0,341162
-0,117041
-0,064746
-0,176807
-0,184277
-0,082178
0,027393
-0,034863
-0,166846
-0,10459
0,179297
0,358594
0,241553
0,014941
-0,052295
0,032373
0,077197
-0,00498
-0,042334
0,084668
0,21665
0,094629
-0,229102
-0,480615
-0,405908
-0,184277
-0,117041
-0,139453
-0,151904
-0,082178
-0,161865
-0,42832
-0,702246
-0,774463
-0,615088
-0,418359
-0,348633
-0,373535
-0,468164
-0,537891
-0,6375
-0,754541
-0,791895
-0,662402
-0,438281
-0,298828
-0,328711
-0,488086
-0,525439
-0,398437
-0,276416
-0,231592
-0,164355
-0,044824
0,1021
0,179297
0,136963
0,057275
0,062256
0,124512
0,159375
0,134473
0,164355
0,276416
0,346143
0,268945
0,10459
0,024902
0,034863
0,097119
0,092139
0,034863
0,042334
0,089648
0,062256
-0,052295
-0,174316
-0,20918
-0,176807
-0,144434
-0,151904
-0,191748
-0,254004
-0,311279
-0,333691
-0,346143
-0,351123
-0,373535
-0,393457
-0,385986
-0,378516
-0,413379
-0,405908
-0,383496
-0,393457
-0,398437
-0,388477
-0,348633
-0,298828
-0,291357
-0,373535
-0,480615
-0,517969
-0,455713
-0,351123
-0,356104
-0,42334
-0,453223
-0,42334
-0,356104
-0,31377
-0,346143
-0,31875
-0,256494
-0,184277
-0,124512
-0,171826
-0,144434
-0,049805
0,042334
0,029883
-0,032373
-0,054785
-0,012451
-0,042334
-0,112061
-0,131982
-0,037354
0,124512
0,166846
0,082178
0,019922
0,009961
-0,024902
-0,059766
-0,124512
-0,089648
0,032373
0,059766
-0,052295
-0,21665
-0,286377
-0,263965
-0,21416
-0,196729
-0,224121
-0,249023
-0,263965
-0,263965
-0,286377
-0,390967
-0,495557
-0,587695
-0,590186
-0,565283
-0,597656
-0,729639
-0,722168
-0,654932
-0,654932
-0,679834
-0,664893
-0,595166
-0,475635
-0,378516
-0,301318
-0,231592
-0,196729
-0,229102
-0,301318
-0,336182
-0,181787
0,094629
0,278906
0,246533
0,159375
0,119531
0,141943
0,127002
0,184277
0,298828
0,42583
0,503027
0,403418
0,261475
0,258984
0,283887
0,241553
0,151904
0,064746
0,012451
-0,044824
-0,189258
-0,298828
-0,31626
-0,293848
-0,363574
-0,522949
-0,649951
-0,630029
-0,572754
-0,567773
-0,664893
-0,610107
-0,488086
-0,418359
-0,508008
-0,575244
-0,490576
-0,303809
-0,201709
-0,234082
-0,236572
-0,184277
-0,184277
-0,271436
-0,356104
-0,283887
-0,044824
0,134473
0,144434
-0,019922
-0,049805
0,00498
-0,074707
-0,181787
-0,161865
0,044824
0,256494
0,189258
-0,064746
-0,181787
-0,059766
0,179297
0,186768
0,042334
0,039844
0,181787
0,254004
0,067236
-0,156885
-0,146924
0,017432
0,067236
-0,127002
-0,336182
-0,361084
-0,296338
-0,32124
-0,418359
-0,403418
-0,244043
-0,181787
-0,338672
-0,53042
-0,52793
-0,356104
-0,293848
-0,463184
-0,625049
-0,592676
-0,445752
-0,351123
-0,415869
-0,473145
-0,42583
-0,353613
-0,400928
-0,463184
-0,395947
-0,229102
-0,094629
-0,10708
-0,191748
-0,156885
-0,057275
0,00498
-0,009961
0,007471
0,059766
0,089648
-0,017432
-0,21416
-0,268945
-0,154395
-0,014941
0,017432
-0,039844
-0,069727
-0,069727
-0,072217
-0,131982
-0,258984
-0,291357
-0,179297
-0,089648
-0,057275
-0,069727
-0,024902
0,069727
0,044824
-0,129492
-0,271436
-0,261475
-0,201709
-0,206689
-0,283887
-0,311279
-0,234082
-0,201709
-0,268945
-0,408398
-0,42583
-0,219141
-0,044824
-0,10957
-0,296338
-0,388477
-0,376025
-0,410889
-0,480615
-0,453223
-0,311279
-0,21416
-0,283887
-0,42334
-0,490576
-0,453223
-0,440771
-0,522949
-0,654932
-0,503027
-0,326221
-0,254004
-0,32373
-0,413379
-0,31875
-0,10708
-0,049805
-0,112061
-0,156885
-0,089648
-0,034863
-0,029883
-0,119531
-0,149414
-0,072217
0
0,012451
-0,089648
-0,184277
-0,204199
-0,114551
-0,054785
-0,00498
0,047314
0,171826
0,236572
0,124512
-0,079687
-0,164355
-0,064746
0,119531
0,087158
-0,084668
-0,199219
-0,146924
-0,094629
-0,231592
-0,468164
-0,547852
-0,42583
-0,328711
-0,42832
-0,537891
-0,5354
-0,383496
-0,338672
-0,495557
-0,647461
-0,52793
-0,308789
-0,288867
-0,455713
-0,567773
-0,490576
-0,358594
-0,308789
-0,336182
-0,263965
-0,052295
0,094629
0,029883
-0,084668
-0,087158
0,052295
0,144434
0,017432
0,022412
0,206689
0,378516
0,283887
0,087158
0,00498
0,156885
0,331201
0,271436
0,077197
-0,00249
0,077197
0,112061
0,007471
-0,156885
-0,146924
0,039844
0,062256
-0,199219
-0,435791
-0,42334
-0,298828
-0,301318
-0,508008
-0,537891
-0,338672
-0,149414
-0,21665
-0,393457
-0,408398
-0,271436
-0,249023
-0,443262
-0,595166
